PRT_ID,AREA,INT_SQFT,DATE_SALE,DISTANT FROM THE MAINROAD,NUMBER OF BEDROOM,NUMBER OF BATHROOM,NUMBER OF ROOM,REGISTRATION FEE,COMMISSSION PRICE,SALES PRICE,,,Latitude,Longitude
P05171,Karapakkam,1047,15-04-2010,148,1,1,3,332055,169560,7065000,,,12.9346,80.2409
P08026,Anna Nagar,1597,17-05-2008,187,1,1,4,500563,75084,12514070,,,13.086,80.2103
P03476,Karapakkam,1586,19-03-2011,100,2,2,4,391190,107577,9779750,,,12.9346,80.2409
P07345,KK Nagar,2327,14-12-2008,183,4,2,6,874696,409432,18610560,,,13.0378,80.2055
P07411,KK Nagar,2008,20-11-2008,23,3,2,5,790990,280142,16478960,,,13.0378,80.2055
P05295,KK Nagar,1303,24-03-2010,74,1,1,3,364885,215188,9356020,,,13.0378,80.2055
P02572,Adyar,846,09-09-2011,80,1,1,3,217486,66919,5576560,,,13.0067,80.257
P05540,Karapakkam,1428,06-02-2010,123,2,2,4,388161,102148,10214750,,,12.9346,80.2409
P06243,Chrompet,877,30-09-2009,39,1,1,3,364541,66280,11046700,,,12.9489,80.1354
P10018,Velachery,1751,15-02-2004,148,2,1,4,333365,86030,10753720,,,12.9784,80.221
P03636,Anna Nagar,1738,10-02-2011,170,1,1,4,692673,211650,19240920,,,13.086,80.2103
P06306,Adyar,985,16-09-2009,73,1,1,3,291474,38863,9715800,,,13.0067,80.257
P08420,Adyar,766,08-01-2008,81,1,1,2,244432,7639,7638500,,,13.0067,80.257
P04192,Karapakkam,1196,19-10-2010,18,1,1,3,350031,159105,7955250,,,12.9346,80.2409
P06952,Chrompet,1128,09-04-2009,141,1,1,3,359624,163466,10897710,,,12.9489,80.1354
P04732,Chrompet,1092,08-07-2010,179,1,1,3,252073,63018,7877290,,,12.9489,80.1354
P07721,KK Nagar,1973,21-08-2008,58,3,2,5,626289,204502,12781400,,,13.0378,80.2055
P03768,KK Nagar,2447,14-01-2011,113,4,2,6,407185,244311,13572840,,,13.0378,80.2055
P05648,Velachery,1736,18-01-2010,164,2,1,4,307812,172013,9053300,,,12.9784,80.221
P09580,Velachery,1559,09-09-2006,107,2,1,4,415983,181992,12999460,,,12.9784,80.221
P03565,Anna Nagar,1708,28-02-2011,76,1,1,4,491039,239224,12590750,,,13.086,80.2103
P01901,Karapakkam,517,18-01-2012,13,1,1,2,300520,61470,6830000,,,12.9346,80.2409
P03711,Karapakkam,1403,26-01-2011,144,2,2,4,383072,251391,11971000,,,12.9346,80.2409
P03442,Karapakkam,1085,25-03-2011,84,1,1,3,403143,235986,9832750,,,12.9346,80.2409
P02560,Karapakkam,510,11-09-2011,39,1,1,2,199984,106242,6249500,,,12.9346,80.2409
P07504,Chrompet,1291,20-10-2008,0,2,1,4,232561,83722,9302420,,,12.9489,80.1354
P09846,Velachery,1961,17-02-2005,34,3,2,5,525750,254909,15931810,,,12.9784,80.221
P06531,Adyar,766,30-07-2009,179,1,1,2,360602,137877,10605950,,,13.0067,80.257
P08541,Adyar,1169,13-11-2007,145,1,1,3,558323,135808,15089800,,,13.0067,80.257
P02040,Karapakkam,1401,20-12-2011,77,2,2,4,360892,149638,8802250,,,12.9346,80.2409
P07098,Chrompet,946,26-02-2009,47,1,1,3,349796,163238,11659850,,,12.9489,80.1354
P02886,Adyar,829,05-07-2011,144,1,1,3,287545,52281,8713470,,,13.0067,80.257
P06903,KK Nagar,2276,23-04-2009,30,4,2,6,731930,139415,17426900,,,13.0378,80.2055
P06462,T Nagar,1861,13-08-2009,132,2,1,5,506806,275123,14480160,,,13.0418,80.2332
P08930,Velachery,1616,14-06-2007,67,2,1,4,301244,106321,8860120,,,12.9784,80.221
P02303,Karapakkam,1505,27-10-2011,7,2,2,4,262314,194620,8461750,,,12.9346,80.2409
P01683,Karapakkam,1072,26-02-2012,67,1,1,3,247049,86801,6677000,,,12.9346,80.2409
P01814,Karapakkam,1253,03-02-2012,60,1,1,3,403543,161417,8967625,,,12.9346,80.2409
P05181,Velachery,1859,14-04-2010,184,3,2,5,408493,158859,11347040,,,12.9784,80.221
P09701,Velachery,1805,29-01-2006,81,3,2,5,471154,228846,13461540,,,12.9784,80.221
P09538,Chrompet,1274,20-10-2006,195,2,1,4,349986,67739,11289880,,,12.9489,80.1354
P09198,T Nagar,1709,01-03-2007,140,1,1,4,538895,139713,19959060,,,13.0418,80.2332
P00840,Anna Nagar,1909,22-06-2013,151,2,1,5,414827,187341,13381530,,,13.086,80.2103
P02703,Velachery,1591,14-08-2011,154,2,1,4,527374,135224,13522410,,,12.9784,80.221
P08262,Velachery,1674,06-03-2008,103,2,1,4,503190,273160,14376860,,,12.9784,80.221
P00844,Anna Nagar,1730,21-06-2013,138,1,1,4,390262,83628,13937920,,,13.086,80.2103
P02502,Karapakkam,838,22-09-2011,132,1,1,2,174360,43590,5448750,,,12.9346,80.2409
P09058,Velachery,1718,25-04-2007,2,2,1,4,519874,162461,16246070,,,12.9784,80.221
P08435,Velachery,1863,02-01-2008,21,3,2,5,365556,77542,11077460,,,12.9784,80.221
P07968,Chrompet,746,07-06-2008,128,1,1,2,238525,35337,8834250,,,12.9489,80.1354
P04802,Chrompet,940,28-06-2010,106,1,1,3,283386,160585,9446200,,,12.9489,80.1354
P03717,T Nagar,1569,25-01-2011,97,1,1,4,365895,97572,12196510,,,13.0418,80.2332
P04602,KK Nagar,2219,02-08-2010,94,3,2,5,495294,210500,12382360,,,13.0378,80.2055
P02980,Karapakkam,843,19-06-2011,73,1,1,2,225748,60200,5016625,,,12.9346,80.2409
P04893,T Nagar,1779,09-06-2010,44,1,1,4,353193,235462,13081220,,,13.0418,80.2332
P04705,Karapakkam,543,14-07-2010,59,1,1,2,203468,81387,4521500,,,12.9346,80.2409
P05460,KK Nagar,2215,20-02-2010,162,3,2,5,712485,391867,17812120,,,13.0378,80.2055
P03893,Karapakkam,551,20-12-2010,141,1,1,2,216815,67109,5162250,,,12.9346,80.2409
P03993,Karapakkam,692,28-11-2010,13,1,1,2,165973,80744,4485750,,,12.9346,80.2409
P07513,KK Nagar,2432,17-10-2008,100,4,2,6,678626,318539,13849520,,,13.0378,80.2055
P09197,Chrompet,892,01-03-2007,97,1,1,3,290336,118285,10753200,,,12.9489,80.1354
P04486,KK Nagar,1734,22-08-2010,61,2,1,4,644638,330180,15722880,,,13.0378,80.2055
P09174,Adyar,944,09-03-2007,97,1,1,3,246014,91376,7028960,,,13.0067,80.257
P06997,Velachery,1924,28-03-2009,121,3,2,5,443836,233014,11095900,,,12.9784,80.221
P05843,Anna Nagar,1688,12-12-2009,167,1,1,4,369608,116163,10560230,,,13.086,80.2103
P02431,KK Nagar,1721,06-10-2011,61,2,1,4,472067,171661,10728800,,,13.0378,80.2055
P00023,Chrompet,745,06-02-2015,109,1,1,2,275846,137923,10609450,,,12.9489,80.1354
P03702,Karapakkam,1590,28-01-2011,134,2,2,4,513686,194059,11415250,,,12.9346,80.2409
P08098,KK Nagar,1719,27-04-2008,113,2,1,4,514754,296373,15598600,,,13.0378,80.2055
P08045,Chrompet,838,12-05-2008,53,1,1,3,250013,125006,7812900,,,12.9489,80.1354
P05214,KK Nagar,1941,10-04-2010,174,3,2,5,361355,264994,12045160,,,13.0378,80.2055
P01183,Chrompet,1215,08-11-2012,30,2,1,4,264248,147979,10569900,,,12.9489,80.1354
P03469,Karapakkam,926,21-03-2011,89,1,1,3,189083,133470,5561250,,,12.9346,80.2409
P01432,Anna Nagar,1609,08-05-2012,125,1,1,4,408508,186747,11671660,,,13.086,80.2103
P01365,Chrompet,1226,06-07-2012,118,2,1,4,273610,152006,10133720,,,12.9489,80.1354
P08037,KK Nagar,1478,15-05-2008,129,2,1,4,414915,182158,10119880,,,13.0378,80.2055
P04270,Chrompet,1041,03-10-2010,174,1,1,3,348346,125405,13933850,,,12.9489,80.1354
P05020,Karapakkam,1420,16-05-2010,132,2,2,4,320658,90442,8222000,,,12.9346,80.2409
P07632,Anna Nagar,1933,16-09-2008,145,2,1,5,745579,271119,22593290,,,13.086,80.2103
P00786,Chrompet,1093,23-07-2013,173,1,1,3,279923,48263,9652510,,,12.9489,80.1354
P07599,Velachery,1683,24-09-2008,26,2,1,4,266011,68648,8581000,,,12.9784,80.221
P04526,Adyar,1165,14-08-2010,153,1,1,3,250996,68454,7605945,,,13.0067,80.257
P06902,Chrompet,1083,23-04-2009,54,1,1,3,328231,52517,13129250,,,12.9489,80.1354
P01957,KK Nagar,2004,09-01-2012,105,3,2,5,492329,100475,10047540,,,13.0378,80.2055
P06356,Chrompet,1102,07-09-2009,94,1,1,3,222796,142590,8911850,,,12.9489,80.1354
P09690,Velachery,1565,19-02-2006,88,2,1,4,485622,277498,13874910,,,12.9784,80.221
P00017,T Nagar,1938,10-02-2015,200,2,1,5,332762,217575,12798530,,,13.0418,80.2332
P05595,Velachery,1615,28-01-2010,63,2,1,4,342147,126054,9003860,,,12.9784,80.221
P01529,Karapakkam,746,23-03-2012,13,1,1,2,415357,198649,9029500,,,12.9346,80.2409
P09509,Chrompet,824,31-10-2006,166,1,1,3,370243,115701,11570100,,,12.9489,80.1354
P02705,KK Nagar,2432,14-08-2011,10,4,2,6,695118,222438,13902360,,,13.0378,80.2055
P04808,Karapakkam,645,27-06-2010,38,1,1,2,348473,113633,7575500,,,12.9346,80.2409
P08512,Velachery,1850,02-12-2007,56,3,2,5,320258,118953,9150230,,,12.9784,80.221
P03559,KK Nagar,1985,01-03-2011,58,3,2,5,366057,89041,9893420,,,13.0378,80.2055
P01752,Karapakkam,1031,13-02-2012,191,1,1,3,299082,64089,7121000,,,12.9346,80.2409
P05228,Velachery,1604,06-04-2010,121,2,1,4,221701,120352,6334300,,,12.9784,80.221
P09452,Adyar,640,30-11-2006,120,1,1,2,305870,131087,8739135,,,13.0067,80.257
P00070,Anna Nagar,1666,01-01-2015,136,1,1,4,361551,254425,13390780,,,13.086,80.2103
P02794,Karapakkam,770,25-07-2011,131,1,1,2,261857,114962,6386750,,,12.9346,80.2409
P04620,T Nagar,1815,30-07-2010,23,2,1,5,804292,148159,21165570,,,13.0418,80.2332
P08237,KK Nagar,2203,13-03-2008,180,3,2,5,866652,433326,18055240,,,13.0378,80.2055
P04642,Karapakkam,1194,26-07-2010,56,1,1,3,240556,117027,6501500,,,12.9346,80.2409
P03298,Velachery,1832,18-04-2011,26,3,2,5,490750,176167,12583340,,,12.9784,80.221
P05274,Karapakkam,639,26-03-2010,147,1,1,2,263153,78235,7112250,,,12.9346,80.2409
P07955,Anna Nagar,1638,12-06-2008,177,1,1,4,428358,98852,10983530,,,13.086,80.2103
P06977,Velachery,1800,01-04-2009,88,2,1,4,550487,298836,15728210,,,12.9784,80.221
P02925,Karapakkam,909,28-06-2011,141,1,1,3,317340,116358,10578000,,,12.9346,80.2409
P03338,Karapakkam,1184,11-04-2011,144,1,1,3,294875,92675,8425000,,,12.9346,80.2409
P09604,Velachery,1803,24-07-2006,96,3,2,5,346240,219285,11541320,,,12.9784,80.221
P04335,Chrompet,713,21-09-2010,30,1,1,2,204490,62920,7865000,,,12.9489,80.1354
P09016,Velachery,1624,12-05-2007,117,2,1,4,261695,130847,7269300,,,12.9784,80.221
P06640,Adyar,1077,09-07-2009,168,1,1,3,303853,98017,9801720,,,13.0067,80.257
P07898,KK Nagar,1729,01-07-2008,112,2,1,4,444837,124554,8896740,,,13.0378,80.2055
P09267,Chrompet,1065,07-02-2007,117,1,1,3,332404,135424,12311250,,,12.9489,80.1354
P00777,Anna Nagar,1671,30-07-2013,137,1,1,4,465748,183848,12256520,,,13.086,80.2103
P05847,Karapakkam,510,11-12-2009,99,1,1,2,302841,79002,6583500,,,12.9346,80.2409
P05187,Adyar,1181,13-04-2010,160,1,1,3,325195,85578,8557760,,,13.0067,80.257
P00165,Chrompet,758,30-10-2014,169,1,1,2,254902,66086,9440800,,,12.9489,80.1354
P05254,KK Nagar,2156,02-04-2010,91,3,2,5,615372,313966,12558620,,,13.0378,80.2055
P07952,KK Nagar,2004,13-06-2008,106,3,2,5,555436,120747,12074700,,,13.0378,80.2055
P05964,Chrompet,1067,20-11-2009,142,1,1,3,215777,41496,8299100,,,12.9489,80.1354
P00625,Chrompet,1085,23-11-2013,97,1,1,3,210871,50609,8434850,,,12.9489,80.1354
P03474,Adyar,1064,20-03-2011,75,1,1,3,561539,168462,14038465,,,13.0067,80.257
P08649,Chrompet,739,08-10-2007,142,1,1,2,282160,136215,9729650,,,12.9489,80.1354
P00241,Anna Nagar,1829,31-08-2014,67,2,1,5,492458,239915,12627130,,,13.086,80.2103
P03257,T Nagar,1637,25-04-2011,99,1,1,4,476207,95241,11905180,,,13.0418,80.2332
P06826,Adyar,763,11-05-2009,96,1,1,2,327301,16365,8182525,,,13.0067,80.257
P02678,Adyar,1138,19-08-2011,194,1,1,3,269645,69337,7704145,,,13.0067,80.257
P07697,Anna Nagar,1724,30-08-2008,173,1,1,4,401541,220200,12952940,,,13.086,80.2103
P05908,Chrompet,1017,01-12-2009,111,1,1,3,296185,138837,9255790,,,12.9489,80.1354
P04467,Karapakkam,732,25-08-2010,56,1,1,2,139090,95376,3974000,,,12.9346,80.2409
P09931,Velachery,1926,29-08-2004,24,3,2,5,379105,142164,9477620,,,12.9784,80.221
P01286,Chrompet,958,30-08-2012,134,1,1,3,232967,46593,9318660,,,12.9489,80.1354
P03254,Velachery,1938,25-04-2011,14,3,2,5,291509,133261,8328830,,,12.9784,80.221
P06626,Karapakkam,1362,11-07-2009,91,2,2,4,259106,66866,8358250,,,12.9346,80.2409
P08942,Velachery,1627,10-06-2007,192,2,1,4,332458,96238,8748900,,,12.9784,80.221
P05797,Karapakkam,737,20-12-2009,32,1,1,2,295470,120600,6030000,,,12.9346,80.2409
P08823,Chrompet,726,05-08-2007,27,1,1,2,291923,145961,11227800,,,12.9489,80.1354
P03813,KK Nagar,2189,07-01-2011,96,3,2,5,345109,178121,11132540,,,13.0378,80.2055
P03588,Adyar,890,21-02-2011,179,1,1,3,331376,154642,11045865,,,13.0067,80.257
P03372,Chrompet,810,07-04-2011,71,1,1,3,234402,98298,7561350,,,12.9489,80.1354
P06289,Karapakkam,1592,19-09-2009,95,2,2,4,308796,64333,6433250,,,12.9346,80.2409
P06110,Adyar,1245,21-10-2009,184,2,2,4,258919,66818,8352235,,,13.0067,80.257
P06859,KK Nagar,1479,05-05-2009,19,2,1,4,416827,156310,13025840,,,13.0378,80.2055
P01324,Chrompet,1259,09-08-2012,157,2,1,4,300438,180263,12017530,,,12.9489,80.1354
P06108,KK Nagar,2042,22-10-2009,70,3,2,5,619327,284890,12386540,,,13.0378,80.2055
P06109,Karapakkam,663,21-10-2009,95,1,1,2,467098,139136,9938250,,,12.9346,80.2409
P07270,KK Nagar,2439,03-01-2009,41,4,2,6,427016,123972,13774720,,,13.0378,80.2055
P06792,T Nagar,1888,22-05-2009,52,2,1,5,463387,168504,14042030,,,13.0418,80.2332
P01625,Karapakkam,1655,07-03-2012,15,2,2,4,409413,116975,11697500,,,12.9346,80.2409
P09123,Adyar,1197,01-04-2007,48,1,1,3,251597,89276,8116035,,,13.0067,80.257
P06102,Adyar,966,23-10-2009,175,1,1,3,427872,113260,12584475,,,13.0067,80.257
P05899,Karapakkam,807,02-12-2009,42,1,1,2,158125,43484,3953125,,,12.9346,80.2409
P00554,Chrompet,862,08-01-2014,192,1,1,3,325842,34912,11637200,,,12.9489,80.1354
P08973,Velachery,1625,28-05-2007,78,2,1,4,420396,112106,14013210,,,12.9784,80.221
P07756,Chrompet,1143,11-08-2008,153,1,1,3,338183,112728,12525300,,,12.9489,80.1354
P08533,Chrompet,967,18-11-2007,116,1,1,3,407868,42193,14064400,,,12.9489,80.1354
P01340,Chrompet,1168,25-07-2012,116,1,1,3,404981,39192,13063900,,,12.9489,80.1354
P09240,Velachery,1744,15-02-2007,55,2,1,4,574569,302405,15120240,,,12.9784,80.221
P03541,Velachery,1966,05-03-2011,95,3,2,5,454169,204376,11354230,,,12.9784,80.221
P07119,Velachery,1722,16-02-2009,112,2,1,4,332597,171663,10728940,,,12.9784,80.221
P10031,Velachery,1541,18-01-2004,165,2,1,4,266963,164889,7851840,,,12.9784,80.221
P06930,KK Nagar,1409,16-04-2009,85,2,1,4,282007,111094,8545660,,,13.0378,80.2055
P07497,KK Nagar,1936,22-10-2008,67,3,2,5,761292,165498,16549820,,,13.0378,80.2055
P07605,KK Nagar,2474,24-09-2008,113,4,2,6,439059,232443,12913500,,,13.0378,80.2055
P09485,Chrompet,1217,16-11-2006,140,2,1,4,238392,44147,8829350,,,12.9489,80.1354
P01383,Chrompet,1057,18-06-2012,143,1,1,3,402379,194252,13875150,,,12.9489,80.1354
P09051,Chrompet,955,30-04-2007,98,1,1,3,340484,176547,12610500,,,12.9489,80.1354
P00370,T Nagar,1608,04-06-2014,140,1,1,4,580775,271029,19359180,,,13.0418,80.2332
P08825,Chrompet,1010,04-08-2007,200,1,1,3,213675,58945,7368100,,,12.9489,80.1354
P00670,Chrompet,1170,28-10-2013,177,1,1,3,350728,196407,14029100,,,12.9489,80.1354
P06252,Karapakkam,982,28-09-2009,177,1,1,3,160904,125706,5028250,,,12.9346,80.2409
P05074,Karapakkam,763,04-05-2010,126,1,1,2,227574,132752,6321500,,,12.9346,80.2409
P08923,Adyar,778,17-06-2007,164,1,1,2,210837,64423,5856595,,,13.0067,80.257
P04481,Karapakkam,1502,22-08-2010,193,2,2,4,289534,93903,7825250,,,12.9346,80.2409
P07065,Adyar,1110,07-03-2009,53,1,1,3,417627,160626,10708380,,,13.0067,80.257
P09024,Chrompet,759,10-05-2007,50,1,1,2,191677,88466,7372180,,,12.9489,80.1354
P01385,Anna Nagar,1789,17-06-2012,11,1,1,4,860513,279667,21512830,,,13.086,80.2103
P06213,Velachery,1884,05-10-2009,73,3,2,5,574735,186400,15533370,,,12.9784,80.221
P04456,Chrompet,1181,27-08-2010,145,1,1,3,363901,147835,11371920,,,12.9489,80.1354
P02974,KK Nagar,1567,21-06-2011,199,2,1,4,353225,145446,10388980,,,13.0378,80.2055
P03451,Karapakkam,686,23-03-2011,71,1,1,2,190510,42865,4762750,,,12.9346,80.2409
P07926,Velachery,1630,21-06-2008,86,2,1,4,312819,69515,8689410,,,12.9784,80.221
P06507,KK Nagar,1503,04-08-2009,121,2,1,4,496369,183441,10790620,,,13.0378,80.2055
P09972,Velachery,1754,13-06-2004,94,2,1,4,401869,172229,11481960,,,12.9784,80.221
P03501,Karapakkam,1299,15-03-2011,87,1,1,3,355169,66078,8259750,,,12.9346,80.2409
P00783,Chrompet,983,26-07-2013,8,1,1,3,252353,65425,9346410,,,12.9489,80.1354
P02366,T Nagar,1708,17-10-2011,156,1,1,4,729450,229256,20841430,,,13.0418,80.2332
P03352,Chrompet,1230,10-04-2011,17,2,1,4,498911,120948,15118500,,,12.9489,80.1354
P05452,Velachery,1760,21-02-2010,30,2,1,4,501679,288846,15202400,,,12.9784,80.221
P04441,Chrompet,1180,30-08-2010,176,1,1,3,224335,34513,8628250,,,12.9489,80.1354
P07624,T Nagar,1915,17-09-2008,195,2,1,5,573005,185839,15486610,,,13.0418,80.2332
P05248,Karapakkam,1533,02-04-2010,181,2,2,4,375441,182032,11377000,,,12.9346,80.2409
P05198,Karapakkam,534,11-04-2010,181,1,1,2,268900,96804,5378000,,,12.9346,80.2409
P06685,KK Nagar,1404,26-06-2009,36,2,1,4,496063,155020,10334640,,,13.0378,80.2055
P08937,Chrompet,949,12-06-2007,90,1,1,3,202149,54425,7774950,,,12.9489,80.1354
P06671,Velachery,1876,29-06-2009,117,3,2,5,313995,129292,9235150,,,12.9784,80.221
P07787,Chrompet,753,03-08-2008,56,1,1,2,305798,46333,9266600,,,12.9489,80.1354
P01246,Chrompet,993,30-09-2012,66,1,1,3,310352,47023,9404600,,,12.9489,80.1354
P02280,Karapakkam,1257,31-10-2011,72,1,1,3,270860,60944,6771500,,,12.9346,80.2409
P07496,Chrompet,1280,22-10-2008,180,2,1,4,428722,244984,15311500,,,12.9489,80.1354
P01727,KK Nagar,1337,19-02-2012,120,2,1,4,366207,178408,9389920,,,13.0378,80.2055
P05341,KK Nagar,2325,14-03-2010,99,4,2,6,561577,286763,11948440,,,13.0378,80.2055
P08019,Velachery,1946,19-05-2008,130,3,2,5,436654,181939,12129270,,,12.9784,80.221
P06269,Anna Nagar,1719,25-09-2009,83,1,1,4,338768,70090,11681650,,,13.086,80.2103
P04982,Velachery,1636,23-05-2010,152,2,1,4,532850,319710,15224290,,,12.9784,80.221
P08908,Chrompet,1264,24-06-2007,173,2,1,4,495707,77454,15490850,,,12.9489,80.1354
P02396,Karapakkam,780,12-10-2011,127,1,1,2,281515,159779,7608500,,,12.9346,80.2409
P08238,KK Nagar,2178,13-03-2008,24,3,2,5,742540,328099,17268380,,,13.0378,80.2055
P02633,Karapakkam,1232,30-08-2011,78,1,1,3,285029,67507,7500750,,,12.9346,80.2409
P03234,Karapakkam,762,29-04-2011,156,1,1,2,147938,86598,3608250,,,12.9346,80.2409
P05516,T Nagar,1934,10-02-2010,192,2,1,5,392545,224312,14019480,,,13.0418,80.2332
P07760,Adyar,978,10-08-2008,172,1,1,3,401064,71986,10283690,,,13.0067,80.257
P06783,KK Nagar,2248,26-05-2009,162,4,2,6,411064,133318,11109840,,,13.0378,80.2055
P08401,Anna Nagar,1991,14-01-2008,123,2,1,5,747262,213503,21350340,,,13.086,80.2103
P05345,Karapakkam,573,13-03-2010,91,1,1,2,240048,50243,5582500,,,12.9346,80.2409
P05592,KK Nagar,2496,29-01-2010,88,4,2,6,667628,182080,20231160,,,13.0378,80.2055
P06721,KK Nagar,1931,15-06-2009,194,3,2,5,441576,172322,10770140,,,13.0378,80.2055
P01755,Karapakkam,652,13-02-2012,126,1,1,2,177251,74632,4664500,,,12.9346,80.2409
P06218,Chrompet,770,04-10-2009,174,1,1,2,202169,97041,8086750,,,12.9489,80.1354
P03220,Karapakkam,1323,02-05-2011,76,1,1,3,492413,150739,10049250,,,12.9346,80.2409
P07287,KK Nagar,2180,30-12-2008,78,3,2,5,382063,157320,11237140,,,13.0378,80.2055
P04535,KK Nagar,2458,13-08-2010,83,4,2,6,863115,318977,18763360,,,13.0378,80.2055
P08375,Velachery,1684,24-01-2008,87,2,1,4,353084,70617,10088120,,,12.9784,80.221
P00140,Anna Nagar,1556,13-11-2014,120,1,1,4,731464,292586,18286600,,,13.086,80.2103
P02193,Karapakkam,526,17-11-2011,45,1,1,2,326967,125222,6956750,,,12.9346,80.2409
P09325,Chrompet,714,17-01-2007,55,1,1,2,299060,82499,10312400,,,12.9489,80.1354
P04874,Karapakkam,748,13-06-2010,105,1,1,2,273576,108291,5699500,,,12.9346,80.2409
P06292,Adyar,635,19-09-2009,133,1,1,2,235435,12074,6036800,,,13.0067,80.257
P03290,Chrompet,1137,19-04-2011,155,1,1,3,314512,121746,10145540,,,12.9489,80.1354
P05984,Karapakkam,1132,15-11-2009,88,1,1,3,273319,110805,7387000,,,12.9346,80.2409
P00802,Anna Nagar,1804,14-07-2013,5,2,1,5,339907,143807,13073340,,,13.086,80.2103
P04215,KK Nagar,2327,15-10-2010,44,4,2,6,563252,183919,11494940,,,13.0378,80.2055
P03646,KK Nagar,1966,09-02-2011,111,3,2,5,458205,99071,12383920,,,13.0378,80.2055
P03076,Karapakkam,552,30-05-2011,167,1,1,2,278240,52998,6624750,,,12.9346,80.2409
P07698,KK Nagar,1862,30-08-2008,101,3,2,5,724201,196138,15087520,,,13.0378,80.2055
P08486,Velachery,1640,13-12-2007,149,2,1,4,360356,113255,10295890,,,12.9784,80.221
P01015,Chrompet,1232,24-02-2013,30,2,1,4,416202,61660,15414900,,,12.9489,80.1354
P05097,Chrompet,799,02-05-2010,144,1,1,2,237016,138941,8172980,,,12.9489,80.1354
P05525,Karapakkam,1114,08-02-2010,200,1,1,3,214420,80408,5360500,,,12.9346,80.2409
P02626,Karapakkam,1444,31-08-2011,135,2,2,4,257917,72746,6613250,,,12.9346,80.2409
P07257,KK Nagar,2369,06-01-2009,130,4,2,6,622769,304759,13250400,,,13.0378,80.2055
P01599,Karapakkam,1642,11-03-2012,191,2,2,4,423382,166787,12829750,,,12.9346,80.2409
P04675,Chrompet,771,21-07-2010,163,1,1,2,343187,85797,10724600,,,12.9489,80.1354
P01493,Velachery,1595,01-04-2012,7,2,1,4,380963,142861,9524080,,,12.9784,80.221
P01622,T Nagar,1766,08-03-2012,11,1,1,4,750484,324533,20283340,,,13.0418,80.2332
P09771,Velachery,1692,22-08-2005,85,2,1,4,329950,169688,9427130,,,12.9784,80.221
P05610,T Nagar,1827,26-01-2010,92,2,1,5,661565,256090,21340820,,,13.0418,80.2332
P06205,Chrompet,1256,06-10-2009,161,2,1,4,273530,111121,8547800,,,12.9489,80.1354
P03416,Velachery,1892,31-03-2011,186,3,2,5,333209,208255,10412770,,,12.9784,80.221
P01089,T Nagar,1541,03-01-2013,111,1,1,4,709683,345743,18197010,,,13.0418,80.2332
P09215,Adyar,798,22-02-2007,148,1,1,2,209566,50804,6350490,,,13.0067,80.257
P07418,Velachery,1845,18-11-2008,110,3,2,5,363745,161665,10104040,,,12.9784,80.221
P09153,Anna Nagar,1519,17-03-2007,121,1,1,4,419435,209717,12336310,,,13.086,80.2103
P08049,Adyar,950,10-05-2008,16,1,1,3,395220,142718,10978335,,,13.0067,80.257
P03748,Karapakkam,910,17-01-2011,190,1,1,3,235261,114270,6721750,,,12.9346,80.2409
P05120,Karapakkam,828,26-04-2010,7,1,1,2,337488,91403,7031000,,,12.9346,80.2409
P00531,Anna Nagar,1551,29-01-2014,32,1,1,4,429306,202728,11925160,,,13.086,80.2103
P00395,Chrompet,831,16-05-2014,15,1,1,3,311431,126519,9732220,,,12.9489,80.1354
P08488,Chrompet,1196,13-12-2007,13,1,1,3,358039,76723,12787100,,,12.9489,80.1354
P04611,Karapakkam,1589,31-07-2010,140,2,2,4,289690,72423,7242250,,,12.9346,80.2409
P02004,Anna Nagar,1874,29-12-2011,142,2,1,5,365900,146360,14635980,,,13.086,80.2103
P08817,T Nagar,1867,09-08-2007,127,2,1,5,823250,205813,20581260,,,13.0418,80.2332
P06350,T Nagar,1909,09-09-2009,185,2,1,5,782811,267804,20600300,,,13.0418,80.2332
P08320,Adyar,672,15-02-2008,18,1,1,2,133689,40107,4456285,,,13.0067,80.257
P00276,Anna Nagar,1997,04-08-2014,36,2,1,5,869775,347910,21744380,,,13.086,80.2103
P01013,Anna Nagar,1700,27-02-2013,131,1,1,4,533718,80058,13342960,,,13.086,80.2103
P07070,KK Nagar,1934,05-03-2009,73,3,2,5,706808,369468,16063820,,,13.0378,80.2055
P06063,Anna Nagar,1716,30-10-2009,157,1,1,4,536235,191513,19151250,,,13.086,80.2103
P05161,Chrompet,736,17-04-2010,134,1,1,2,229263,141085,8817800,,,12.9489,80.1354
P02957,Velachery,1505,23-06-2011,83,2,1,4,247180,123590,8239330,,,12.9784,80.221
P04570,Adyar,689,07-08-2010,98,1,1,2,263958,55570,6946275,,,13.0067,80.257
P00223,Chrompet,862,09-09-2014,150,1,1,3,209241,36076,7215190,,,12.9489,80.1354
P04759,Karapakkam,1320,03-07-2010,133,1,1,3,310960,101062,7774000,,,12.9346,80.2409
P04873,KK Nagar,2300,14-06-2010,113,4,2,6,568989,185540,12369320,,,13.0378,80.2055
P09704,Velachery,1697,24-01-2006,107,2,1,4,310766,86324,8632400,,,12.9784,80.221
P04531,KK Nagar,2178,14-08-2010,57,3,2,5,338446,262023,10917620,,,13.0378,80.2055
P08747,Chrompet,1229,03-09-2007,146,2,1,4,333536,161714,10107150,,,12.9489,80.1354
P05492,T Nagar,1549,15-02-2010,169,1,1,4,467230,216928,16686780,,,13.0418,80.2332
